001,003,005,020,040,090,092,100,245,264,300,520,590,920,923,LDR
\\,\\,\\,\\$a1628372699,\\$aMePoLT $cMePoLT $erda,\4$aB598. P43,\4$a152.47,"1\$aArmstrong, David.","10$aPhilodemus, On Anger (Writings from the Greco-roman World).","\1$bSBL Press, $c2020.",,"\\$aPhilodemus, On Anger (Writings from the Greco-roman World) by David Armstrong (2020)",,,\\$aYour library,00482     2200169 i 4500
\\,\\,\\,\\$a0300167717,\\$aMePoLT $cMePoLT $erda,\4$aPA258 .K435 2012,\4$a488.2421,"1\$aKeller, Andrew.","10$aLearn to Read Greek: Part 1, Textbook and Workbook Set.","\1$aYale University Press (2011), Edition $b Bilingual, Workbook, Bilingual, 2 pages, $c2011.",,"\\$aLearn to Read Greek: Part 1, Textbook and Workbook Set by Andrew Keller (2011)",,,\\$aYour library,00549     2200169 i 4500
\\,\\,\\,\\$a0905205162,\\$aMePoLT $cMePoLT $erda,\4$aPA 6653 .A6 P3 1984 Copy 2,\4$a939.72,"1\$aPaul, George M.",10$aA Historical Commentary on Sallust's Bellum Jugurthinum.,"\1$aLiverpool $b Francis Cairns, 1984.",\\$a302  p.,"\\$aA Historical Commentary on Sallust's Bellum Jugurthinum (Arca, 13) by George M. Paul (1984)",,,\\$aYour library,00541     2200181 i 4500
\\,\\,\\,\\$a0859895653,\\$aMePoLT $cMePoLT $erda,\4$aDG 291.7 .G35 H45 1998,\4$a937.07092,"1\$aHenderson, John.",10$aRoman Life: Rutilius Gallicus on Paper and in Stone (University of Exeter Press - Exeter Studies in History).,"\1$aLiverpool University Press (1998), Edition $b 1, 160 pages, $c1998.",,\\$aRoman Life: Rutilius Gallicus on Paper and in Stone (University of Exeter Press - Exeter Studies in History) by John Henderson (1998),,,\\$aYour library,00644     2200169 i 4500
\\,\\,\\,\\$a0192893017,\\$aMePoLT $cMePoLT $erda,\4$aPA 6003 .L58,\4$a870.9,"1\$aTaplin, Oliver.",10$aLiterature in the Roman World.,"\1$aOxford $b Oxford University Press, 2000.",\\$a320  p.,\\$aLiterature in the Roman World by Oliver Taplin (2000),,,\\$aYour library,00468     2200181 i 4500
\\,\\,\\,\\$a190467500X,\\$aMePoLT $cMePoLT $erda,\4$aD13.R65 W57,\4$a907.2037,"1\$aWiseman, T. P.",10$aClio&#039;s Cosmetics: Three Studies in Greco-Roman Literature (Bristol Phoenix Press - Ignibus Paperbacks).,"\1$bLiverpool University Press, $c2004.",\\$a224  p.,\\$aClio&#039;s Cosmetics: Three Studies in Greco-Roman Literature (Bristol Phoenix Press - Ignibus Paperbacks) by T. P. Wiseman (2004),,,\\$aYour library,00620     2200181 i 4500
\\,\\,\\,\\$a0801828996,\\$aMePoLT $cMePoLT $erda,\4$aDG241 .R38,\4$a937.02,"1\$aRawson, Professor Elizabeth.",10$aIntellectual Life in the Late Roman Republic.,"\1$bThe Johns Hopkins University Press, $c1985.",,\\$aIntellectual Life in the Late Roman Republic by Professor Elizabeth Rawson (1985),,,\\$aYour library,00502     2200169 i 4500
\\,\\,\\,\\$a0521273749,\\$aMePoLT $cMePoLT $erda,\4$aPA 3001 C18 v.2,\4$a870.9001,"1\$aKenney, Edward John.",10$aThe Cambridge history of classical literature Vol. 2 Pt. 2 Latin literature The early republic.,,,\\$aThe Cambridge history of classical literature Vol. 2 Pt. 2 Latin literature The early republic by Edward John Kenney (1983),,,\\$aYour library,00534     2200157 i 4500
\\,\\,\\,\\$a0674179498,\\$aMePoLT $cMePoLT $erda,\4$aLC1011 .N87,\4$a370,"1\$aNussbaum, Martha C.",10$aCultivating Humanity: A Classical Defense of Reform in Liberal Education.,"\1$aHarvard University Press (1998), Edition $b Revised ed., 328 pages, $c1998.",\\$a352  p.,\\$aCultivating Humanity: A Classical Defense of Reform in Liberal Education by Martha C. Nussbaum (1998),,,\\$aYour library,00594     2200181 i 4500
\\,\\,\\,\\$a0674195450,\\$aMePoLT $cMePoLT $erda,\4$aCB361 .G69,\4$a001.1,"1\$aGrafton, Anthony.","10$aDefenders of the Text: The Traditions of Scholarship in an Age of Science, 1450&ndash;1800.","\1$aHarvard University Press (1994), Edition $b Revised ed., 340 pages, $c1994.",\\$a340  p.,"\\$aDefenders of the Text: The Traditions of Scholarship in an Age of Science, 1450&ndash;1800 by Anthony Grafton (1994)",,,\\$aYour library,00626     2200181 i 4500
\\,\\,\\,\\$a0198152760,\\$aMePoLT $cMePoLT $erda,\4$aPA 6029 .S62 L35 1999,\4$a870.9355,"1\$aLaird, Andrew.","10$aPowers of Expression, Expressions of Power: Speech Presentation and Latin Literature.","\1$aOxford $b Clarendon Press, 2000.",,"\\$aPowers of Expression, Expressions of Power: Speech Presentation and Latin Literature by Andrew Laird (2000)",,,\\$aYour library,00556     2200169 i 4500
\\,\\,\\,\\$a0415760046,\\$aMePoLT $cMePoLT $erda,\4$aPA181 .W66,\4$a907.2,"1\$aWoodman, Anthony.",10$aRhetoric in Classical Historiography: Four Studies.,"\1$aRoutledge (2014), Edition $b 1, 224 pages, $c2014.",,\\$aRhetoric in Classical Historiography: Four Studies by Anthony Woodman (2014),,,\\$aYour library,00497     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6966 .A2 1966 Copy 1,,"1\$aAurelius Victor, Sextus.",10$aSexti Aurelii Victoris Liber de Caesaribus; praecedunt Origo gentis Romanae et Liber de viris illustribus urbis Romae; subsequitur Epitome de Caesaribus.,"\1$aLeipzig $b Teubner, 1966.",\\$aXXIV; 219  p.,\\$aSexti Aurelii Victoris Liber de Caesaribus; praecedunt Origo gentis Romanae et Liber de viris illustribus urbis Romae; subsequitur Epitome de Caesaribus by Sextus Aurelius Victor (1966),,,\\$aYour library,00685     2200157 i 4500
\\,\\,\\,\\$a0271013338,\\$aMePoLT $cMePoLT $erda,\4$aPA 6747 .S57 1995,\4$a937/.07,"1\$aSinclair, Patrick.",10$aTacitus the Sententious Historian: A Sociology of Rhetoric in Annales 1-6.,"\1$aUniversity Park, PA $b Pennsylvania State University Press, 1995.",\\$avi; 262  p.,\\$aTacitus the Sententious Historian: A Sociology of Rhetoric in Annales 1-6 by Patrick Sinclair (1995),,,\\$aYour library,00598     2200181 i 4500
\\,\\,\\,\\$a1853993158,\\$aMePoLT $cMePoLT $erda,\4$aPA 6705 .A6,\4$aD0501381029,1\$aCornelius Tacitus.,10$aAnnals: Book XIV.,"\1$aBristol $b Bristol Classical Press, 1992.",\\$aix; 186  p.,\\$aAnnals: Book XIV by Cornelius Tacitus (1992),,,\\$aYour library,00459     2200181 i 4500
\\,\\,\\,\\$a0691035334,\\$aMePoLT $cMePoLT $erda,\4$aBL820.A34G3,\4$a398.22,"1\$aGalinsky, Karl.","10$aAeneas, Sicily, and Rome.",,\\$axxvi; 278  p.,"\\$aAeneas, Sicily, and Rome by Karl Galinsky (1969)",,,\\$aYour library,00408     2200169 i 4500
\\,\\,\\,\\$a0391041177,\\$aMePoLT $cMePoLT $erda,\4$aPA3083.H36 2001,\4$a808/.00938,"1\$aPorter, Stanley E.",10$aHandbook of classical rhetoric in the Hellenistic period : 330 B.C.-A.D. 400.,,\\$axv; 901  p.,\\$aHandbook of classical rhetoric in the Hellenistic period : 330 B.C.-A.D. 400 by Stanley E. Porter (2001),,,\\$aYour library,00525     2200169 i 4500
\\,\\,\\,\\$a0521803349,\\$aMePoLT $cMePoLT $erda,\4$aTH 16 .T38 2003,\4$a690/.0937,"1\$aTaylor, Rabun M.",10$aRoman Builders: A Study in Architectural Process.,"\1$aCambridge $b Cambridge University Press, 2003.",\\$axvi; 303  p.,\\$aRoman Builders: A Study in Architectural Process by Rabun M. Taylor (2003),,,\\$aYour library,00527     2200181 i 4500
\\,\\,\\,\\$a9780195305081,\\$aMePoLT $cMePoLT $erda,\4$aPA 3893 .R3 K46 2006,\4$a808.5,1\$aAristotle.,10$aAristotle On Rhetoric : a theory of civic discourse.,,\\$axiv; 337  p.,\\$aAristotle On Rhetoric : a theory of civic discourse by Aristotle (2007),,,\\$aYour library,00463     2200169 i 4500
\\,\\,\\,\\$a0674011929,\\$aMePoLT $cMePoLT $erda,\4$aDG285.C53 2003,\4$a937/.07/092B,"1\$aChamplin, Edward.",10$aNero.,"\1$aCambridge, Mass.  $b Belknap Press of Harvard University Press, 2003.",\\$a346  p.,\\$aNero by Edward Champlin (2003),,,\\$aYour library,00460     2200181 i 4500
\\,\\,\\,\\$a9780521881814,\\$aMePoLT $cMePoLT $erda,\4$aDG284.O84 2011,\4$a937.07092,"1\$aOsgood, Josiah.",10$aClaudius Caesar : image and power in the early Roman empire.,"\1$aCambridge  $b Cambridge University Press, c2011.",\\$axiii; 357  p.,\\$aClaudius Caesar : image and power in the early Roman empire by Josiah Osgood (2011),,,\\$aYour library,00551     2200181 i 4500
\\,\\,\\,\\$a9780806138718,\\$aMePoLT $cMePoLT $erda,\4$aDT92.7 .B87 2004,\4$a932.021,"1\$aBurstein, Stanley Mayer.",10$aThe reign of Cleopatra.,,\\$aXV; 179  p.,\\$aThe reign of Cleopatra by Stanley Mayer Burstein (2007),,,\\$aYour library,00429     2200169 i 4500
\\,\\,\\,\\$a3525255225,\\$aMePoLT $cMePoLT $erda,\4$aREF-PA445 .G3,\4$a487.3,"1\$aSnell, Bruno.",10$aLexikon des fr©ơhgriechischen Epos.,"\1$aG©œttingen  $b Vandenhoek & Ruprecht, 1955-",,\\$aLexikon des fr©ơhgriechischen Epos by Bruno Snell (1955),,,\\$aYour library,00454     2200169 i 4500
\\,\\,\\,\\$a0198246145,\\$aMePoLT $cMePoLT $erda,\4$aB398.E8I78 1977,\4$a170/.92/4,"1\$aIrwin, Terence.",10$aPlato's moral theory : the early and middle dialogues.,"\1$aOxford : Oxford : New York  $b Clarendon Press ; Oxford University Press, 1979, c1977.",\\$axvii; 376  p.,\\$aPlato's moral theory : the early and middle dialogues by Terence Irwin (1977),,,\\$aYour library,00575     2200181 i 4500
\\,\\,\\,\\$a0674195442,\\$aMePoLT $cMePoLT $erda,\4$aCB361.G69 1991,\4$a001.1,"1\$aGrafton, Anthony.","10$aDefenders of the text : the traditions of scholarship in an age of science, 1450-1800.","\1$aCambridge, Mass.  $b Harvard University Press, c1991.",\\$a330  p.,"\\$aDefenders of the text : the traditions of scholarship in an age of science, 1450-1800 by Anthony Grafton (1991)",,,\\$aYour library,00599     2200181 i 4500
\\,\\,\\,\\$a0715619683,\\$aMePoLT $cMePoLT $erda,\4$aDG254.2,\4$a937/.05,"1\$aRawson, Elizabeth.",10$aIntellectual life in the late Roman Republic.,"\1$aLondon  $b Duckworth, 1985.",\\$aix; 355  p.,\\$aIntellectual life in the late Roman Republic by Elizabeth Rawson (1985),,,\\$aYour library,00492     2200181 i 4500
\\,\\,\\,\\$a0511976488,\\$aMePoLT $cMePoLT $erda,\4$aJC83.K37 2011eb,\4$a321.8/6,"1\$aKapust, Daniel J.","10$aRepublicanism, rhetoric, and Roman political thought : Sallust, Livy, and Tacitus.","\1$aNew York  $b Cambridge University Press, 2011.",\\$aviii; 196  p.,"\\$aRepublicanism, rhetoric, and Roman political thought : Sallust, Livy, and Tacitus by Daniel J. Kapust (2011)",,,\\$aYour library,00594     2200181 i 4500
\\,\\,\\,\\$a0847662063,\\$aMePoLT $cMePoLT $erda,\4$aD13.R65 W57,\4$a907.2037,"1\$aWiseman, Timothy P.",10$aClio&#039;s cosmetics: three studies in Greco-Roman literature.,,\\$a209  p.,\\$aClio&#039;s cosmetics: three studies in Greco-Roman literature by Timothy P. Wiseman (1979),,,\\$aYour library,00489     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6296 .D5 1963,\4$a870,"1\$aCicero, Marcus Tullius.","10$aM. Tvlli Ciceronis Scripta qvae manservnt omnia. 48, De officiis / quartum recogn. C. Atzert. De virtutibus post O. Plasberg et W. Ax tertium recogn. C. Atzert.","\1$aLeipzig $b Teubner, 1963",\\$aLI; 148  p.,"\\$aM. Tvlli Ciceronis Scripta qvae manservnt omnia. 48, De officiis / quartum recogn. C. Atzert. De virtutibus post O. Plasberg et W. Ax tertium recogn. C. Atzert by Marcus Tullius Cicero (1963)",,,\\$aYour library,00707     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA6203 .A2 1963 V.1,,1\$aAmmianus Marcellinus.,"10$aAmmiani Marcellini Rerum Gestarum Libri Qui Supersunt: Vol. I, Libri XIV-XXV.","\1$aBerlin $b Weidmann, 1963.",,"\\$aAmmiani Marcellini Rerum Gestarum Libri Qui Supersunt: Vol. I, Libri XIV-XXV by Ammianus Marcellinus (1963)",,,\\$aYour library,00494     2200145 i 4500
\\,\\,\\,\\$a0801432146,\\$aMePoLT $cMePoLT $erda,\4$aB316.X5B37 1996,\4$a183/.2,1\$aXenophon.,"10$aThe shorter Socratic writings : apology of Socrates to the jury, Oeconomicus, and Symposium: translations, with interpretive essays and notes.","\1$aIthaca, NY  $b Cornell University Press, 1996.",\\$a201  p.,"\\$aThe shorter Socratic writings : apology of Socrates to the jury, Oeconomicus, and Symposium: translations, with interpretive essays and notes by Xenophon (1996)",,,\\$aYour library,00691     2200181 i 4500
\\,\\,\\,\\$a9780521898942,\\$aMePoLT $cMePoLT $erda,\4$aQA 22 .N28 2009,\4$a510.938,"1\$aNetz, Reviel.",10$aLudic Proof: Greek Mathematics and the Alexandrian Aesthetic.,"\1$aCambridge $b Cambridge University Press, 2008.",\\$axv; 255  p.,\\$aLudic Proof: Greek Mathematics and the Alexandrian Aesthetic by Reviel Netz (2008),,,\\$aYour library,00544     2200181 i 4500
\\,\\,\\,\\$a0486235637,\\$aMePoLT $cMePoLT $erda,\4$aTX 713 1977,\4$a641.5/937,1\$aApicius.,"10$aApicius, Cookery and Dining in Imperial Rome: A Bibliography, Critical Review and Translation of the Ancient Book known as Apicius de re coquinaria.","\1$aNew York $b Dover Publications, 1977.",\\$axvii; 301  p.,"\\$aApicius, Cookery and Dining in Imperial Rome: A Bibliography, Critical Review and Translation of the Ancient Book known as Apicius de re coquinaria by Apicius (1977)",,,\\$aYour library,00697     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aHC39.C6,\4$a330.937,"1\$aColeman-Norton, Paul R.",10$aStudies in Roman economic and social history.,,\\$axiii; 373  p.,\\$aStudies in Roman economic and social history by Paul R. Coleman-Norton (1951),,,\\$aYour library,00435     2200157 i 4500
\\,\\,\\,\\$a0631178791,\\$aMePoLT $cMePoLT $erda,\4$aDG260.C5F8413 1992,\4$a937/.05/092,"1\$aFuhrmann, Manfred.",10$aCicero and the Roman Republic.,"\1$aOxford, UK ; Cambridge, Mass., USA  $b Blackwell, 1992.",\\$aviii; 249  p.,\\$aCicero and the Roman Republic by Manfred Fuhrmann (1992),,,\\$aYour library,00507     2200181 i 4500
\\,\\,\\,\\$a1887829210,\\$aMePoLT $cMePoLT $erda,\4$aHB853.R66S34 1996,\4$a304.60937,"1\$aScheidel, Walter.","10$aMeasuring sex, age and death in the Roman Empire : explorations in ancient demography.","\1$aAnn Arbor, MI  $b Journal of Roman Archaeology, 1996.",\\$a184  p.,"\\$aMeasuring sex, age and death in the Roman Empire : explorations in ancient demography by Walter Scheidel (1996)",,,\\$aYour library,00606     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDG 68 .C32 1960,\4$a937.6,"1\$aCarcopino, J©♭r©þme.",10$aDaily Life in Ancient Rome: The People and the City at the Height of the Empire.,"\1$aNew Haven $b Yale University Press, 1960.",,\\$aDaily Life in Ancient Rome: The People and the City at the Height of the Empire by J©♭r©þme Carcopino (1960),,,\\$aYour library,00531     2200157 i 4500
\\,\\,\\,\\$a052103678X,\\$aMePoLT $cMePoLT $erda,\4$aHD137,\4$a346.4563,,00$aStudies in Roman property: by the Cambridge university research seminar in ancient history.,,\\$a224  p.,\\$aStudies in Roman property: by the Cambridge university research seminar in ancient history (1976),,,\\$aYour library,00481     2200157 i 4500
\\,\\,\\,\\$a9780199698219,\\$aMePoLT $cMePoLT $erda,\4$aHF377.R5H65 2012,\4$a330.09,"1\$aHolleran, Claire.",10$aShopping in ancient Rome : the retail trade in the late Republic and the principate.,"\1$aOxford  $b Oxford University Press, 2012.",\\$axii; 304  p.,\\$aShopping in ancient Rome : the retail trade in the late Republic and the principate by Claire Holleran (2012),,,\\$aYour library,00594     2200181 i 4500
\\,\\,\\,\\$a0520947940,\\$aMePoLT $cMePoLT $erda,\4$aDC62.D54 2010,\4$a909.09822909/.09822,"1\$aDietler, Michael.","10$aArchaeologies of colonialism consumption, entanglement, and violence in ancient Mediterranean France.","\1$aBerkeley  $b University of California Press, c2010.",\\$a477  p.,"\\$aArchaeologies of colonialism consumption, entanglement, and violence in ancient Mediterranean France by Michael Dietler (2010)",,,\\$aYour library,00640     2200181 i 4500
\\,\\,\\,\\$a9789004296084,\\$aMePoLT $cMePoLT $erda,\4$aPN 1997.2 .T78,\4$a791.43,"1\$aWinkler, Martin M.",10$aReturn to Troy: New Essays on the Hollywood Epic.,"\1$aLeiden/Boston $b Brill, 2015.",,\\$aReturn to Troy: New Essays on the Hollywood Epic by Martin M. Winkler (2015),,,\\$aYour library,00484     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6498 .E6 S8,\4$a129,"1\$aMacrobius, Ambrosius Theodosius.",10$aCommentary on the Dream of Scipio: Translated with an Introduction and Notes.,"\1$aNew York $b Columbia University Press, 1990.",,\\$aCommentary on the Dream of Scipio: Translated with an Introduction and Notes by Ambrosius Theodosius Macrobius (1990),,,\\$aYour library,00549     2200157 i 4500
\\,\\,\\,\\$a0801415594,\\$aMePoLT $cMePoLT $erda,\4$aB577.L64 C58,\4$a187,"1\$aClay, Diskin.",10$aLucretius and Epicurus.,,,\\$aLucretius and Epicurus by Diskin Clay (1983),,,\\$aYour library,00368     2200157 i 4500
\\,\\,\\,\\$a1853994421,\\$aMePoLT $cMePoLT $erda,\4$aPA 6452 .B5,\4$a937,"1\$aLivius, Titus.",10$aLivy: Book V.,"\1$aBristol $b Bristol Classical Press, 1996.",\\$axxi; 186  p.,\\$aLivy: Book V by Titus Livius (1996),,,\\$aYour library,00435     2200181 i 4500
\\,\\,\\,\\$a0198152256,\\$aMePoLT $cMePoLT $erda,\4$aHB77 .M45 1995,\4$a330,"1\$aMeikle, Scott.",10$aAristotle's Economic Thought.,,\\$a224  p.,\\$aAristotle's Economic Thought by Scott Meikle (1997),,,\\$aYour library,00408     2200169 i 4500
\\,\\,\\,\\$a1589831217,\\$aMePoLT $cMePoLT $erda,\4$aPA 3998 .H8 E5 2005,\4$a808,1\$aHermogenes Tarsensis.,10$aInvention And Method: Two Rhetorical Treatises from the Hermogenic Corpus.,,,\\$aInvention And Method: Two Rhetorical Treatises from the Hermogenic Corpus by Hermogenes Tarsensis (2005),,,\\$aYour library,00494     2200157 i 4500
\\,\\,\\,\\$a0520074270,\\$aMePoLT $cMePoLT $erda,\4$aPA 6320 .W66 1988,\4$a937.05,"1\$aWood, Neal.",10$aCicero's Social and Political Thought.,"\1$aBerkeley/Los Angeles/London $b University of California Press, 1988.",\\$a301  p.,\\$aCicero's Social and Political Thought by Neal Wood (1991),,,\\$aYour library,00510     2200181 i 4500
\\,\\,\\,\\$a0520295005,\\$aMePoLT $cMePoLT $erda,\4$aBL 795 .P57 F67 2017,\4$a292.6,"1\$aFoster, Margaret.","10$aThe Seer and the City: Religion, Politics, and Colonial Ideology in Ancient Greece.","\1$aUniversity of California Press (2018), Edition $b First, 232 pages, $c2018.",,"\\$aThe Seer and the City: Religion, Politics, and Colonial Ideology in Ancient Greece by Margaret Foster (2018)",,,\\$aYour library,00596     2200169 i 4500
\\,\\,\\,\\$a0906515742,\\$aMePoLT $cMePoLT $erda,\4$aPA 6282 .A57 1946,\4$a875.01,"1\$aCicero, Marcus Tullius.",10$aCicero: Verrine V.,"\1$aBristol $b Bristol Classical Press, 1991.",,\\$aCicero: Verrine V by Marcus Tullius Cicero (1991),,,\\$aYour library,00443     2200169 i 4500
\\,\\,\\,\\$a0521117763,\\$aMePoLT $cMePoLT $erda,\4$aDS96.2 .A64 2004,\4$a939.43,"1\$aAperghis, G. G.",10$aThe Seleukid Royal Economy: The Finances and Financial Administration of the Seleukid Empire.,"\1$aCambridge University Press (2004), Edition $b 1, 380 pages, $c2004.",\\$a380  p.,\\$aThe Seleukid Royal Economy: The Finances and Financial Administration of the Seleukid Empire by G. G. Aperghis (2004),,,\\$aYour library,00626     2200181 i 4500
\\,\\,\\,\\$a0198152809,\\$aMePoLT $cMePoLT $erda,\4$aKJA810.C53 2004,\4$a340.54092,"1\$aPowell, J. G. F.; Paterson, J.",10$aCicero the Advocate.,"\1$aOxford ; New York  $b Oxford University Press, 2004.",\\$ax; 448  p.,"\\$aCicero the Advocate by J. G. F.; Paterson Powell, J. (2004)",,,\\$aYour library,00501     2200181 i 4500
\\,\\,\\,\\$a0226167550,\\$aMePoLT $cMePoLT $erda,\4$aPA4409.D8 1995,\4$a884/.01,"1\$aDuBois, Page.",10$aSappho is Burning.,"\1$aChicago $b University of Chicago Press, 1995.",\\$axi; 206  p.,\\$aSappho is Burning by Page DuBois (1995),,,\\$aYour library,00453     2200181 i 4500
\\,\\,\\,\\$a0521819857,\\$aMePoLT $cMePoLT $erda,\4$aJC75.F74S29 2006,\4$a323.44/3/09385,"1\$aSaxonhouse, Arlene W.",10$aFree speech and democracy in ancient Athens.,"\1$aCambridge ; New York  $b Cambridge University Press, 2006.",\\$ax; 235  p.,\\$aFree speech and democracy in ancient Athens by Arlene W. Saxonhouse (2006),,,\\$aYour library,00543     2200181 i 4500
\\,\\,\\,\\$a0891305726,\\$aMePoLT $cMePoLT $erda,\4$aJC79.A8O83 1982,\4$a327.38/5,"1\$aOstwald, Martin.","10$aAutonomia, its genesis and early history.","\1$a[Chico, CA]  $b Scholars Press, c1982.",\\$aix; 82  p.,"\\$aAutonomia, its genesis and early history by Martin Ostwald (1982)",,,\\$aYour library,00499     2200181 i 4500
\\,\\,\\,\\$a9781477311684,\\$aMePoLT $cMePoLT $erda,\4$aPA3263.O34 2017,\4$a885/.0109,"1\$aO&#039;Connell, Peter A.",10$aThe rhetoric of seeing in Attic forensic oratory.,,\\$axviii; 282  p.,\\$aThe rhetoric of seeing in Attic forensic oratory by Peter A. O&#039;Connell (2017),,,\\$aYour library,00486     2200169 i 4500
\\,\\,\\,\\$a0275982491,\\$aMePoLT $cMePoLT $erda,\4$aHQ1127.V56 2007,\4$a305.4209182/2,"1\$aVivante, Bella.",10$aDaughters of Gaia : women in the ancient Mediterranean world.,"\1$aWestport, Conn.  $b Praeger, 2007.",\\$axxxi; 230  p.,\\$aDaughters of Gaia : women in the ancient Mediterranean world by Bella Vivante (2007),,,\\$aYour library,00541     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6285 .A2S7,,"1\$aStangl, Thomas.","10$aCiceronis Orationum scholiastae: Asconius, Scholia Bobiensia, Scholia Pseudasconii Sangallensia, Scholia Cluniacensia et recentiora Ambrosiana ac Vaticana, Scholia Lugdunensia sive Gronoviana et eorum excerpta Lugdunensia. Commentarii.","\1$aHildesheim $b Georg Olms Verlagsbuchhandlung, 1964.",\\$a351  p.,"\\$aCiceronis Orationum scholiastae: Asconius, Scholia Bobiensia, Scholia Pseudasconii Sangallensia, Scholia Cluniacensia et recentiora Ambrosiana ac Vaticana, Scholia Lugdunensia sive Gronoviana et eorum excerpta Lugdunensia. Commentarii by Thomas Stangl (1964)",,,\\$aYour library,00841     2200157 i 4500
